list,order,item,audio,condition,prime,prime_1,noun_repetition,prime_description,target_description,display_1,boxed_object,target_noun,target_colour,target_pattern,prime_noun,prime_colour,prime_pattern,filler_prime_category,filler_target_category,target_object,repeated_prime,non_repeated_prime,distractor1_sameNoun_sameColor_differentPatternFromTarget,distractor2_sameNoun_differentColor_samePatternAsTarget,distractor3_differentNoun_sameColor_patternAsTarget,distractor4_differentNoun_sameColor_differentPatternFromTarget,distractor5_differentNoun_differentColor_samePatternAsTarget,targetPosition,repeatedPrime,nonRepeatedPrime,distractor1,distractor2,distractor3,distractor4,distractor5,expTrials,box_position,targetImg,boxPos,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8
3,14,f09,f09.mp3,9,9,9,repeated,The large bloom,bloom upside down,9,,bloom,,,bloom,,,size,direction,bloomSmallUpsideDown,,,,,,,,,,,,,,,,N,2,4,2,nailLeft.png,bloomSmallUpsideDown.png,nailLeft.png,bloomLarge.png,nailLeft.png,nailRightSmall.png,nailRightSmall.png,bloomSmall.png
4,14,f09,f09.mp3,9,9,9,repeated,The large bloom,bloom upside down,9,,bloom,,,bloom,,,size,direction,bloomSmallUpsideDown,,,,,,,,,,,,,,,,N,2,4,2,nailLeft.png,bloomSmallUpsideDown.png,nailLeft.png,bloomLarge.png,nailLeft.png,nailRightSmall.png,nailRightSmall.png,bloomSmall.png
1,15,7,07_PC_rep.mp3,4,PC,0,repeated,The spotty blue trousers,green striped trousers,1,trousers_green_striped,trousers,green,striped,trousers,blue,spotted,,,trousers_green_striped,trousers_blue_spotted,fence_blue_spotted,trousers_green_spotted,trousers_blue_striped,fence_green_striped,fence_green_spotted,fence_blue_striped,6,5,4,3,7,8,1,2,Y,6,5,6,fence_green_spotted.png,fence_blue_striped.png,trousers_green_spotted.png,fence_blue_spotted.png,trousers_blue_spotted.png,trousers_green_striped.png,trousers_blue_striped.png,fence_green_striped.png
2,15,7,07_CP_non.mp3,1,CP,1,non-repeated,The blue spotty fence,green striped trousers,0,trousers_green_striped,trousers,green,striped,fence,blue,spotted,,,trousers_green_striped,trousers_blue_spotted,fence_blue_spotted,trousers_green_spotted,trousers_blue_striped,fence_green_striped,fence_green_spotted,fence_blue_striped,6,5,4,3,7,8,1,2,Y,6,4,6,fence_green_spotted.png,fence_blue_striped.png,trousers_green_spotted.png,fence_blue_spotted.png,trousers_blue_spotted.png,trousers_green_striped.png,trousers_blue_striped.png,fence_green_striped.png
3,15,7,07_CP_rep.mp3,3,CP,1,repeated,The blue spotty trousers,green striped trousers,1,trousers_green_striped,trousers,green,striped,trousers,blue,spotted,,,trousers_green_striped,trousers_blue_spotted,fence_blue_spotted,trousers_green_spotted,trousers_blue_striped,fence_green_striped,fence_green_spotted,fence_blue_striped,6,5,4,3,7,8,1,2,Y,6,5,6,fence_green_spotted.png,fence_blue_striped.png,trousers_green_spotted.png,fence_blue_spotted.png,trousers_blue_spotted.png,trousers_green_striped.png,trousers_blue_striped.png,fence_green_striped.png
4,15,7,07_PC_non.mp3,2,PC,0,non-repeated,The spotty blue fence,green striped trousers,0,trousers_green_striped,trousers,green,striped,fence,blue,spotted,,,trousers_green_striped,trousers_blue_spotted,fence_blue_spotted,trousers_green_spotted,trousers_blue_striped,fence_green_striped,fence_green_spotted,fence_blue_striped,6,5,4,3,7,8,1,2,Y,6,4,6,fence_green_spotted.png,fence_blue_striped.png,trousers_green_spotted.png,fence_blue_spotted.png,trousers_blue_spotted.png,trousers_green_striped.png,trousers_blue_striped.png,fence_green_striped.png
1,16,f46,f46.mp3,9,9,9,non-repeated,The turtle,donkey,9,,turtle,,,turtle,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,N,8,4,8,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonRedLargeRight.png,turtleGreenLargeRight.png,moonBlueLargeLeft.png,moonRedLargeRight.png,moonRedLargeRight.png,donkeyLargeRight.png
2,16,f46,f46.mp3,9,9,9,non-repeated,The turtle,donkey,9,,turtle,,,turtle,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,N,8,4,8,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonRedLargeRight.png,turtleGreenLargeRight.png,moonBlueLargeLeft.png,moonRedLargeRight.png,moonRedLargeRight.png,donkeyLargeRight.png
3,16,f46,f46.mp3,9,9,9,non-repeated,The turtle,donkey,9,,turtle,,,turtle,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,N,8,4,8,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonRedLargeRight.png,turtleGreenLargeRight.png,moonBlueLargeLeft.png,moonRedLargeRight.png,moonRedLargeRight.png,donkeyLargeRight.png
4,16,f46,f46.mp3,9,9,9,non-repeated,The turtle,donkey,9,,turtle,,,turtle,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,N,8,4,8,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonRedLargeRight.png,turtleGreenLargeRight.png,moonBlueLargeLeft.png,moonRedLargeRight.png,moonRedLargeRight.png,donkeyLargeRight.png
1,17,8,08_CP_rep.mp3,3,CP,1,repeated,The blue chequered hat,red spotted hat,1,hat_red_spotted,hat,red,spotted,hat,blue,chequered,,,hat_red_spotted,hat_blue_chequered,bell_blue_chequered,hat_red_chequered,hat_blue_spotted,bell_red_spotted,bell_red_chequered,bell_blue_spotted,2,3,4,7,5,8,1,6,Y,2,3,2,bell_red_chequered.png,hat_red_spotted.png,hat_blue_chequered.png,bell_blue_chequered.png,hat_blue_spotted.png,bell_blue_spotted.png,hat_red_chequered.png,bell_red_spotted.png
2,17,8,08_PC_non.mp3,2,PC,0,non-repeated,The chequered blue bell,red spotted hat,0,hat_red_spotted,hat,red,spotted,bell,blue,chequered,,,hat_red_spotted,hat_blue_chequered,bell_blue_chequered,hat_red_chequered,hat_blue_spotted,bell_red_spotted,bell_red_chequered,bell_blue_spotted,2,3,4,7,5,8,1,6,Y,2,4,2,bell_red_chequered.png,hat_red_spotted.png,hat_blue_chequered.png,bell_blue_chequered.png,hat_blue_spotted.png,bell_blue_spotted.png,hat_red_chequered.png,bell_red_spotted.png
3,17,8,08_PC_rep.mp3,4,PC,0,repeated,The chequered blue hat,red spotted hat,1,hat_red_spotted,hat,red,spotted,hat,blue,chequered,,,hat_red_spotted,hat_blue_chequered,bell_blue_chequered,hat_red_chequered,hat_blue_spotted,bell_red_spotted,bell_red_chequered,bell_blue_spotted,2,3,4,7,5,8,1,6,Y,2,3,2,bell_red_chequered.png,hat_red_spotted.png,hat_blue_chequered.png,bell_blue_chequered.png,hat_blue_spotted.png,bell_blue_spotted.png,hat_red_chequered.png,bell_red_spotted.png
4,17,8,08_CP_non.mp3,1,CP,1,non-repeated,The blue chequered bell,red spotted hat,0,hat_red_spotted,hat,red,spotted,bell,blue,chequered,,,hat_red_spotted,hat_blue_chequered,bell_blue_chequered,hat_red_chequered,hat_blue_spotted,bell_red_spotted,bell_red_chequered,bell_blue_spotted,2,3,4,7,5,8,1,6,Y,2,4,2,bell_red_chequered.png,hat_red_spotted.png,hat_blue_chequered.png,bell_blue_chequered.png,hat_blue_spotted.png,bell_blue_spotted.png,hat_red_chequered.png,bell_red_spotted.png
1,18,f07,f07.mp3,9,9,9,repeated,The bicycle facing right,large bicycle,9,,bicycle,,,bicycle,,,direction,size,bicycleRedLarge,,,,,,,,,,,,,,,,N,7,8,7,cupBlueLarge.png,anchorBlueSmall.png,cupBlueLarge.png,bicycleRedSmall.png,cupBlueLarge.png,anchorBlueSmall.png,bicycleRedLarge.png,bicycleRedSmallRight.png
2,18,f07,f07.mp3,9,9,9,repeated,The bicycle facing right,large bicycle,9,,bicycle,,,bicycle,,,direction,size,bicycleRedLarge,,,,,,,,,,,,,,,,N,7,8,7,cupBlueLarge.png,anchorBlueSmall.png,cupBlueLarge.png,bicycleRedSmall.png,cupBlueLarge.png,anchorBlueSmall.png,bicycleRedLarge.png,bicycleRedSmallRight.png
3,18,f07,f07.mp3,9,9,9,repeated,The bicycle facing right,large bicycle,9,,bicycle,,,bicycle,,,direction,size,bicycleRedLarge,,,,,,,,,,,,,,,,N,7,8,7,cupBlueLarge.png,anchorBlueSmall.png,cupBlueLarge.png,bicycleRedSmall.png,cupBlueLarge.png,anchorBlueSmall.png,bicycleRedLarge.png,bicycleRedSmallRight.png
4,18,f07,f07.mp3,9,9,9,repeated,The bicycle facing right,large bicycle,9,,bicycle,,,bicycle,,,direction,size,bicycleRedLarge,,,,,,,,,,,,,,,,N,7,8,7,cupBlueLarge.png,anchorBlueSmall.png,cupBlueLarge.png,bicycleRedSmall.png,cupBlueLarge.png,anchorBlueSmall.png,bicycleRedLarge.png,bicycleRedSmallRight.png
1,19,f39,f39.mp3,9,9,9,non-repeated,The snake,small helmet,9,,snake,,,snake,,,noun category,noun category,helmetRedSmall,,,,,,,,,,,,,,,,N,8,1,8,snakeRedLargeRight.png,candleGreyLarge.png,candleBlueLarge.png,helmetRedLarge.png,candleGreyLarge.png,candleBlueLarge.png,candleGreyLarge.png,helmetRedSmall.png
2,19,f39,f39.mp3,9,9,9,non-repeated,The snake,small helmet,9,,snake,,,snake,,,noun category,noun category,helmetRedSmall,,,,,,,,,,,,,,,,N,8,1,8,snakeRedLargeRight.png,candleGreyLarge.png,candleBlueLarge.png,helmetRedLarge.png,candleGreyLarge.png,candleBlueLarge.png,candleGreyLarge.png,helmetRedSmall.png
3,19,f39,f39.mp3,9,9,9,non-repeated,The snake,small helmet,9,,snake,,,snake,,,noun category,noun category,helmetRedSmall,,,,,,,,,,,,,,,,N,8,1,8,snakeRedLargeRight.png,candleGreyLarge.png,candleBlueLarge.png,helmetRedLarge.png,candleGreyLarge.png,candleBlueLarge.png,candleGreyLarge.png,helmetRedSmall.png
4,19,f39,f39.mp3,9,9,9,non-repeated,The snake,small helmet,9,,snake,,,snake,,,noun category,noun category,helmetRedSmall,,,,,,,,,,,,,,,,N,8,1,8,snakeRedLargeRight.png,candleGreyLarge.png,candleBlueLarge.png,helmetRedLarge.png,candleGreyLarge.png,candleBlueLarge.png,candleGreyLarge.png,helmetRedSmall.png
1,20,9,09_PC_rep.mp3,4,PC,0,repeated,The stripy red knife,blue chequered knife,1,knife_blue_chequered,knife,blue,chequered,knife,red,striped,,,knife_blue_chequered,knife_red_striped,car_red_striped,knife_blue_striped,knife_red_chequered,car_blue_chequered,car_blue_striped,car_red_chequered,4,7,1,2,8,6,3,5,Y,4,7,4,car_red_striped.png,knife_blue_striped.png,car_blue_striped.png,knife_blue_chequered.png,car_red_chequered.png,car_blue_chequered.png,knife_red_striped.png,knife_red_chequered.png
2,20,9,09_CP_non.mp3,1,CP,1,non-repeated,The red stripy car,blue chequered knife,0,knife_blue_chequered,knife,blue,chequered,car,red,striped,,,knife_blue_chequered,knife_red_striped,car_red_striped,knife_blue_striped,knife_red_chequered,car_blue_chequered,car_blue_striped,car_red_chequered,4,7,1,2,8,6,3,5,Y,4,1,4,car_red_striped.png,knife_blue_striped.png,car_blue_striped.png,knife_blue_chequered.png,car_red_chequered.png,car_blue_chequered.png,knife_red_striped.png,knife_red_chequered.png
3,20,9,09_CP_rep.mp3,3,CP,1,repeated,The red stripy knife,blue chequered knife,1,knife_blue_chequered,knife,blue,chequered,knife,red,striped,,,knife_blue_chequered,knife_red_striped,car_red_striped,knife_blue_striped,knife_red_chequered,car_blue_chequered,car_blue_striped,car_red_chequered,4,7,1,2,8,6,3,5,Y,4,7,4,car_red_striped.png,knife_blue_striped.png,car_blue_striped.png,knife_blue_chequered.png,car_red_chequered.png,car_blue_chequered.png,knife_red_striped.png,knife_red_chequered.png
4,20,9,09_PC_non.mp3,2,PC,0,non-repeated,The stripy red car,blue chequered knife,0,knife_blue_chequered,knife,blue,chequered,car,red,striped,,,knife_blue_chequered,knife_red_striped,car_red_striped,knife_blue_striped,knife_red_chequered,car_blue_chequered,car_blue_striped,car_red_chequered,4,7,1,2,8,6,3,5,Y,4,1,4,car_red_striped.png,knife_blue_striped.png,car_blue_striped.png,knife_blue_chequered.png,car_red_chequered.png,car_blue_chequered.png,knife_red_striped.png,knife_red_chequered.png
1,21,f05,f05.mp3,9,9,9,repeated,The bat upside down,small bat,9,,bat,,,bat,,,direction,size,batGreySmall,,,,,,,,,,,,,,,,N,6,5,6,handleRedLarge.png,handleRedSmall.png,batGreyLarge.png,handleBlueSmall.png,batGreyLargeUpsideDown.png,batGreySmall.png,handleRedLarge.png,handleBlueSmall.png
2,21,f05,f05.mp3,9,9,9,repeated,The bat upside down,small bat,9,,bat,,,bat,,,direction,size,batGreySmall,,,,,,,,,,,,,,,,N,6,5,6,handleRedLarge.png,handleRedSmall.png,batGreyLarge.png,handleBlueSmall.png,batGreyLargeUpsideDown.png,batGreySmall.png,handleRedLarge.png,handleBlueSmall.png
3,21,f05,f05.mp3,9,9,9,repeated,The bat upside down,small bat,9,,bat,,,bat,,,direction,size,batGreySmall,,,,,,,,,,,,,,,,N,6,5,6,handleRedLarge.png,handleRedSmall.png,batGreyLarge.png,handleBlueSmall.png,batGreyLargeUpsideDown.png,batGreySmall.png,handleRedLarge.png,handleBlueSmall.png
4,21,f05,f05.mp3,9,9,9,repeated,The bat upside down,small bat,9,,bat,,,bat,,,direction,size,batGreySmall,,,,,,,,,,,,,,,,N,6,5,6,handleRedLarge.png,handleRedSmall.png,batGreyLarge.png,handleBlueSmall.png,batGreyLargeUpsideDown.png,batGreySmall.png,handleRedLarge.png,handleBlueSmall.png
1,22,f03,f03.mp3,9,9,9,repeated,The small artichoke,artichoke upside down,9,,artichoke,,,artichoke,,,size,direction,artichokeLargeUpsideDown,,,,,,,,,,,,,,,,N,4,7,4,asparagusGreenSmall.png,artichokeLarge.png,asparagusRight.png,artichokeLargeUpsideDown.png,asparagusGreenSmall.png,asparagusRight.png,artichokeSmall.png,asparagusGreenSmall.png
2,22,f03,f03.mp3,9,9,9,repeated,The small artichoke,artichoke upside down,9,,artichoke,,,artichoke,,,size,direction,artichokeLargeUpsideDown,,,,,,,,,,,,,,,,N,4,7,4,asparagusGreenSmall.png,artichokeLarge.png,asparagusRight.png,artichokeLargeUpsideDown.png,asparagusGreenSmall.png,asparagusRight.png,artichokeSmall.png,asparagusGreenSmall.png
3,22,f03,f03.mp3,9,9,9,repeated,The small artichoke,artichoke upside down,9,,artichoke,,,artichoke,,,size,direction,artichokeLargeUpsideDown,,,,,,,,,,,,,,,,N,4,7,4,asparagusGreenSmall.png,artichokeLarge.png,asparagusRight.png,artichokeLargeUpsideDown.png,asparagusGreenSmall.png,asparagusRight.png,artichokeSmall.png,asparagusGreenSmall.png
4,22,f03,f03.mp3,9,9,9,repeated,The small artichoke,artichoke upside down,9,,artichoke,,,artichoke,,,size,direction,artichokeLargeUpsideDown,,,,,,,,,,,,,,,,N,4,7,4,asparagusGreenSmall.png,artichokeLarge.png,asparagusRight.png,artichokeLargeUpsideDown.png,asparagusGreenSmall.png,asparagusRight.png,artichokeSmall.png,asparagusGreenSmall.png
1,23,10,10_CP_non.mp3,1,CP,1,non-repeated,The blue chequered couch,green striped square,0,square_green_striped,square,green,striped,couch,blue,chequered,,,square_green_striped,square_blue_chequered,couch_blue_chequered,square_green_chequered,square_blue_striped,couch_green_striped,couch_green_chequered,couch_blue_striped,3,5,2,7,8,1,4,6,Y,3,2,3,couch_green_striped.png,couch_blue_chequered.png,square_green_striped.png,couch_green_chequered.png,square_blue_chequered.png,couch_blue_striped.png,square_green_chequered.png,square_blue_striped.png
2,23,10,10_CP_rep.mp3,3,CP,1,repeated,The blue chequered square,green striped square,1,square_green_striped,square,green,striped,square,blue,chequered,,,square_green_striped,square_blue_chequered,couch_blue_chequered,square_green_chequered,square_blue_striped,couch_green_striped,couch_green_chequered,couch_blue_striped,3,5,2,7,8,1,4,6,Y,3,5,3,couch_green_striped.png,couch_blue_chequered.png,square_green_striped.png,couch_green_chequered.png,square_blue_chequered.png,couch_blue_striped.png,square_green_chequered.png,square_blue_striped.png
3,23,10,10_PC_non.mp3,2,PC,0,non-repeated,The chequered blue couch,green striped square,0,square_green_striped,square,green,striped,couch,blue,chequered,,,square_green_striped,square_blue_chequered,couch_blue_chequered,square_green_chequered,square_blue_striped,couch_green_striped,couch_green_chequered,couch_blue_striped,3,5,2,7,8,1,4,6,Y,3,2,3,couch_green_striped.png,couch_blue_chequered.png,square_green_striped.png,couch_green_chequered.png,square_blue_chequered.png,couch_blue_striped.png,square_green_chequered.png,square_blue_striped.png
4,23,10,10_PC_rep.mp3,4,PC,0,repeated,The chequered blue square,green striped square,1,square_green_striped,square,green,striped,square,blue,chequered,,,square_green_striped,square_blue_chequered,couch_blue_chequered,square_green_chequered,square_blue_striped,couch_green_striped,couch_green_chequered,couch_blue_striped,3,5,2,7,8,1,4,6,Y,3,5,3,couch_green_striped.png,couch_blue_chequered.png,square_green_striped.png,couch_green_chequered.png,square_blue_chequered.png,couch_blue_striped.png,square_green_chequered.png,square_blue_striped.png
1,24,f12,f12.mp3,9,9,9,non-repeated,The candle,caterpillar,9,,caterpillar,,,candle,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,N,5,3,5,frogSmallLeft.png,frogLargeLeft.png,candleGreenLarge.png,frogLargeLeft.png,caterpillarGreenLarge.png,frogSmallLeft.png,frogSmallLeft.png,frogSmallLeft.png
2,24,f12,f12.mp3,9,9,9,non-repeated,The candle,caterpillar,9,,caterpillar,,,candle,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,N,5,3,5,frogSmallLeft.png,frogLargeLeft.png,candleGreenLarge.png,frogLargeLeft.png,caterpillarGreenLarge.png,frogSmallLeft.png,frogSmallLeft.png,frogSmallLeft.png
3,24,f12,f12.mp3,9,9,9,non-repeated,The candle,caterpillar,9,,caterpillar,,,candle,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,N,5,3,5,frogSmallLeft.png,frogLargeLeft.png,candleGreenLarge.png,frogLargeLeft.png,caterpillarGreenLarge.png,frogSmallLeft.png,frogSmallLeft.png,frogSmallLeft.png
4,24,f12,f12.mp3,9,9,9,non-repeated,The candle,caterpillar,9,,caterpillar,,,candle,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,N,5,3,5,frogSmallLeft.png,frogLargeLeft.png,candleGreenLarge.png,frogLargeLeft.png,caterpillarGreenLarge.png,frogSmallLeft.png,frogSmallLeft.png,frogSmallLeft.png
1,25,11,11_CP_rep.mp3,3,CP,1,repeated,The green stripy door,blue spotted door,1,door_blue_spotted,door,blue,spotted,door,green,striped,,,door_blue_spotted,door_green_striped,ball_green_striped,door_blue_striped,door_green_spotted,ball_blue_spotted,ball_blue_striped,ball_green_spotted,3,8,6,1,7,2,4,5,Y,3,8,3,door_blue_striped.png,ball_blue_spotted.png,door_blue_spotted.png,ball_blue_striped.png,ball_green_spotted.png,ball_green_striped.png,door_green_spotted.png,door_green_striped.png
2,25,11,11_PC_non.mp3,2,PC,0,non-repeated,The stripy green ball,blue spotted door,0,door_blue_spotted,door,blue,spotted,ball,green,striped,,,door_blue_spotted,door_green_striped,ball_green_striped,door_blue_striped,door_green_spotted,ball_blue_spotted,ball_blue_striped,ball_green_spotted,3,8,6,1,7,2,4,5,Y,3,6,3,door_blue_striped.png,ball_blue_spotted.png,door_blue_spotted.png,ball_blue_striped.png,ball_green_spotted.png,ball_green_striped.png,door_green_spotted.png,door_green_striped.png
3,25,11,11_PC_rep.mp3,4,PC,0,repeated,The stripy green door,blue spotted door,1,door_blue_spotted,door,blue,spotted,door,green,striped,,,door_blue_spotted,door_green_striped,ball_green_striped,door_blue_striped,door_green_spotted,ball_blue_spotted,ball_blue_striped,ball_green_spotted,3,8,6,1,7,2,4,5,Y,3,8,3,door_blue_striped.png,ball_blue_spotted.png,door_blue_spotted.png,ball_blue_striped.png,ball_green_spotted.png,ball_green_striped.png,door_green_spotted.png,door_green_striped.png
4,25,11,11_CP_non.mp3,1,CP,1,non-repeated,The green stripy ball,blue spotted door,0,door_blue_spotted,door,blue,spotted,ball,green,striped,,,door_blue_spotted,door_green_striped,ball_green_striped,door_blue_striped,door_green_spotted,ball_blue_spotted,ball_blue_striped,ball_green_spotted,3,8,6,1,7,2,4,5,Y,3,6,3,door_blue_striped.png,ball_blue_spotted.png,door_blue_spotted.png,ball_blue_striped.png,ball_green_spotted.png,ball_green_striped.png,door_green_spotted.png,door_green_striped.png
1,26,f45,f45.mp3,9,9,9,non-repeated,The truck,small bloom,9,,truck,,,truck,,,noun category,size,bloomSmall,,,,,,,,,,,,,,,,N,5,7,5,cup_red_striped.png,bloomLarge.png,cup_red_striped.png,cup_red_chequered.png,bloomSmall.png,cup_red_striped.png,truckLargeRight.png,cup_red_chequered.png
2,26,f45,f45.mp3,9,9,9,non-repeated,The truck,small bloom,9,,truck,,,truck,,,noun category,size,bloomSmall,,,,,,,,,,,,,,,,N,5,7,5,cup_red_striped.png,bloomLarge.png,cup_red_striped.png,cup_red_chequered.png,bloomSmall.png,cup_red_striped.png,truckLargeRight.png,cup_red_chequered.png
3,26,f45,f45.mp3,9,9,9,non-repeated,The truck,small bloom,9,,truck,,,truck,,,noun category,size,bloomSmall,,,,,,,,,,,,,,,,N,5,7,5,cup_red_striped.png,bloomLarge.png,cup_red_striped.png,cup_red_chequered.png,bloomSmall.png,cup_red_striped.png,truckLargeRight.png,cup_red_chequered.png
4,26,f45,f45.mp3,9,9,9,non-repeated,The truck,small bloom,9,,truck,,,truck,,,noun category,size,bloomSmall,,,,,,,,,,,,,,,,N,5,7,5,cup_red_striped.png,bloomLarge.png,cup_red_striped.png,cup_red_chequered.png,bloomSmall.png,cup_red_striped.png,truckLargeRight.png,cup_red_chequered.png
1,27,f13,f13.mp3,9,9,9,repeated,The large cannon,cannon facing left,9,,cannon,,,cannon,,,size,direction,cannonSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,birdBlueLargeRight.png,cannonSmallRight.png,birdBlueLargeRight.png,cannonLarge.png,birdBlueLargeRight.png,cannonSmallLeft.png,birdBlueLargeRight.png,birdBlueLargeRight.png
2,27,f13,f13.mp3,9,9,9,repeated,The large cannon,cannon facing left,9,,cannon,,,cannon,,,size,direction,cannonSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,birdBlueLargeRight.png,cannonSmallRight.png,birdBlueLargeRight.png,cannonLarge.png,birdBlueLargeRight.png,cannonSmallLeft.png,birdBlueLargeRight.png,birdBlueLargeRight.png
3,27,f13,f13.mp3,9,9,9,repeated,The large cannon,cannon facing left,9,,cannon,,,cannon,,,size,direction,cannonSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,birdBlueLargeRight.png,cannonSmallRight.png,birdBlueLargeRight.png,cannonLarge.png,birdBlueLargeRight.png,cannonSmallLeft.png,birdBlueLargeRight.png,birdBlueLargeRight.png
4,27,f13,f13.mp3,9,9,9,repeated,The large cannon,cannon facing left,9,,cannon,,,cannon,,,size,direction,cannonSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,birdBlueLargeRight.png,cannonSmallRight.png,birdBlueLargeRight.png,cannonLarge.png,birdBlueLargeRight.png,cannonSmallLeft.png,birdBlueLargeRight.png,birdBlueLargeRight.png
1,28,12,12_PC_non.mp3,2,PC,0,non-repeated,The spotty red pen,blue striped whistle,0,whistle_blue_striped,whistle,blue,striped,pen,red,spotted,,,whistle_blue_striped,whistle_red_spotted,pen_red_spotted,whistle_blue_spotted,whistle_red_striped,pen_blue_striped,pen_blue_spotted,pen_red_striped,2,8,3,1,4,5,6,7,Y,2,3,2,whistle_blue_spotted.png,whistle_blue_striped.png,pen_red_spotted.png,whistle_red_striped.png,pen_blue_striped.png,pen_blue_spotted.png,pen_red_striped.png,whistle_red_spotted.png
2,28,12,12_PC_rep.mp3,4,PC,0,repeated,The spotty red whistle,blue striped whistle,1,whistle_blue_striped,whistle,blue,striped,whistle,red,spotted,,,whistle_blue_striped,whistle_red_spotted,pen_red_spotted,whistle_blue_spotted,whistle_red_striped,pen_blue_striped,pen_blue_spotted,pen_red_striped,2,8,3,1,4,5,6,7,Y,2,8,2,whistle_blue_spotted.png,whistle_blue_striped.png,pen_red_spotted.png,whistle_red_striped.png,pen_blue_striped.png,pen_blue_spotted.png,pen_red_striped.png,whistle_red_spotted.png
3,28,12,12_CP_non.mp3,1,CP,1,non-repeated,The red spotty pen,blue striped whistle,0,whistle_blue_striped,whistle,blue,striped,pen,red,spotted,,,whistle_blue_striped,whistle_red_spotted,pen_red_spotted,whistle_blue_spotted,whistle_red_striped,pen_blue_striped,pen_blue_spotted,pen_red_striped,2,8,3,1,4,5,6,7,Y,2,3,2,whistle_blue_spotted.png,whistle_blue_striped.png,pen_red_spotted.png,whistle_red_striped.png,pen_blue_striped.png,pen_blue_spotted.png,pen_red_striped.png,whistle_red_spotted.png
4,28,12,12_CP_rep.mp3,3,CP,1,repeated,The red spotty whistle,blue striped whistle,1,whistle_blue_striped,whistle,blue,striped,whistle,red,spotted,,,whistle_blue_striped,whistle_red_spotted,pen_red_spotted,whistle_blue_spotted,whistle_red_striped,pen_blue_striped,pen_blue_spotted,pen_red_striped,2,8,3,1,4,5,6,7,Y,2,8,2,whistle_blue_spotted.png,whistle_blue_striped.png,pen_red_spotted.png,whistle_red_striped.png,pen_blue_striped.png,pen_blue_spotted.png,pen_red_striped.png,whistle_red_spotted.png
1,29,f25,f25.mp3,9,9,9,non-repeated,The glasses,large wheel,9,,wheel,,,glasses,,,noun category,size,wheelRedLarge,,,,,,,,,,,,,,,,N,2,3,2,wineglassSmall.png,wheelRedLarge.png,glassesSmallRight.png,wineglassSmallDown.png,wineglassSmall.png,wineglassSmallDown.png,wheelRedSmall.png,wineglassSmall.png
2,29,f25,f25.mp3,9,9,9,non-repeated,The glasses,large wheel,9,,wheel,,,glasses,,,noun category,size,wheelRedLarge,,,,,,,,,,,,,,,,N,2,3,2,wineglassSmall.png,wheelRedLarge.png,glassesSmallRight.png,wineglassSmallDown.png,wineglassSmall.png,wineglassSmallDown.png,wheelRedSmall.png,wineglassSmall.png
