list,order,item,audio,condition,prime,prime_1,noun_repetition,prime_description,target_description,display_1,boxed_object,target_noun,target_colour,target_pattern,prime_noun,prime_colour,prime_pattern,filler_prime_category,filler_target_category,target_object,distractor5_sameNoun_differentColor_differentPatternFromTarget,non_repeated_prime,distractor1_sameNoun_sameColor_differentPatternFromTarget,distractor2_sameNoun_differentColor_samePatternAsTarget,distractor3_differentNoun_sameColor_patternAsTarget,distractor4_differentNoun_sameColor_differentPatternFromTarget,repeated_prime,targetPosition,distractor5,nonRepeatedPrime,distractor1,distractor2,distractor3,distractor4,repeatedPrime,expTrials,box_position,targetImg,boxPos,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8
3,57,24,24_PC_non.mp3,2,PC,0,non-repeated,The striped red iron,green chequered shoe,0,shoe_green_chequered,shoe,green,chequered,iron,red,striped,,,shoe_green_chequered,shoe_red_striped,iron_red_striped,shoe_green_striped,shoe_red_chequered,iron_green_chequered,iron_green_striped,iron_red_chequered,5,2,6,3,7,4,8,1,Y,5,6,5,iron_red_chequered.png,shoe_red_striped.png,shoe_green_striped.png,iron_green_chequered.png,shoe_green_chequered.png,iron_red_striped.png,shoe_red_chequered.png,iron_green_striped.png
4,57,24,24_PC_rep.mp3,4,PC,0,repeated,The chequered red iron,green chequered shoe,1,shoe_green_chequered,shoe,green,chequered,iron,red,striped,,,shoe_green_chequered,shoe_red_striped,iron_red_striped,shoe_green_striped,shoe_red_chequered,iron_green_chequered,iron_green_striped,iron_red_chequered,5,2,6,3,7,4,8,1,Y,5,1,5,iron_red_chequered.png,shoe_red_striped.png,shoe_green_striped.png,iron_green_chequered.png,shoe_green_chequered.png,iron_red_striped.png,shoe_red_chequered.png,iron_green_striped.png
1,58,f41,f41.mp3,9,9,9,non-repeated,The small spanner,cat,9,,spanner,,,spanner,,,noun category,noun category,catBlueRight,,,,,,,,,,,,,,,,N,3,6,3,ratGreySmallRight.png,spannerBlueLargeRight.png,catBlueRight.png,ratGreyLargeRight.png,ratGreyLargeRight.png,spannerBlueSmallRight.png,ratGreySmallLeft.png,butterflyBlueLarge.png
2,58,f41,f41.mp3,9,9,9,non-repeated,The small spanner,cat,9,,spanner,,,spanner,,,noun category,noun category,catBlueRight,,,,,,,,,,,,,,,,N,3,6,3,ratGreySmallRight.png,spannerBlueLargeRight.png,catBlueRight.png,ratGreyLargeRight.png,ratGreyLargeRight.png,spannerBlueSmallRight.png,ratGreySmallLeft.png,butterflyBlueLarge.png
3,58,f41,f41.mp3,9,9,9,non-repeated,The small spanner,cat,9,,spanner,,,spanner,,,noun category,noun category,catBlueRight,,,,,,,,,,,,,,,,N,3,6,3,ratGreySmallRight.png,spannerBlueLargeRight.png,catBlueRight.png,ratGreyLargeRight.png,ratGreyLargeRight.png,spannerBlueSmallRight.png,ratGreySmallLeft.png,butterflyBlueLarge.png
4,58,f41,f41.mp3,9,9,9,non-repeated,The small spanner,cat,9,,spanner,,,spanner,,,noun category,noun category,catBlueRight,,,,,,,,,,,,,,,,N,3,6,3,ratGreySmallRight.png,spannerBlueLargeRight.png,catBlueRight.png,ratGreyLargeRight.png,ratGreyLargeRight.png,spannerBlueSmallRight.png,ratGreySmallLeft.png,butterflyBlueLarge.png
1,59,25,25_PC_non.mp3,2,PC,0,non-repeated,The striped red envelope,blue spotted suitcase,0,suitcase_blue_spotted,suitcase,blue,spotted,envelope,red,striped,,,suitcase_blue_spotted,suitcase_red_striped,envelope_red_striped,suitcase_blue_striped,suitcase_red_spotted,envelope_blue_spotted,envelope_blue_striped,envelope_red_spotted,4,7,5,2,8,3,1,6,Y,4,5,4,envelope_blue_striped.png,suitcase_blue_striped.png,envelope_blue_spotted.png,suitcase_blue_spotted.png,envelope_red_striped.png,envelope_red_spotted.png,suitcase_red_striped.png,suitcase_red_spotted.png
2,59,25,25_PC_rep.mp3,4,PC,0,repeated,The spotted red envelope,blue spotted suitcase,1,suitcase_blue_spotted,suitcase,blue,spotted,envelope,red,striped,,,suitcase_blue_spotted,suitcase_red_striped,envelope_red_striped,suitcase_blue_striped,suitcase_red_spotted,envelope_blue_spotted,envelope_blue_striped,envelope_red_spotted,4,7,5,2,8,3,1,6,Y,4,6,4,envelope_blue_striped.png,suitcase_blue_striped.png,envelope_blue_spotted.png,suitcase_blue_spotted.png,envelope_red_striped.png,envelope_red_spotted.png,suitcase_red_striped.png,suitcase_red_spotted.png
3,59,25,25_CP_non.mp3,1,CP,1,non-repeated,The red striped envelope,blue spotted suitcase,0,suitcase_blue_spotted,suitcase,blue,spotted,envelope,red,striped,,,suitcase_blue_spotted,suitcase_red_striped,envelope_red_striped,suitcase_blue_striped,suitcase_red_spotted,envelope_blue_spotted,envelope_blue_striped,envelope_red_spotted,4,7,5,2,8,3,1,6,Y,4,5,4,envelope_blue_striped.png,suitcase_blue_striped.png,envelope_blue_spotted.png,suitcase_blue_spotted.png,envelope_red_striped.png,envelope_red_spotted.png,suitcase_red_striped.png,suitcase_red_spotted.png
4,59,25,25_CP_rep.mp3,3,CP,1,repeated,The red spotted envelope,blue spotted suitcase,1,suitcase_blue_spotted,suitcase,blue,spotted,envelope,red,striped,,,suitcase_blue_spotted,suitcase_red_striped,envelope_red_striped,suitcase_blue_striped,suitcase_red_spotted,envelope_blue_spotted,envelope_blue_striped,envelope_red_spotted,4,7,5,2,8,3,1,6,Y,4,6,4,envelope_blue_striped.png,suitcase_blue_striped.png,envelope_blue_spotted.png,suitcase_blue_spotted.png,envelope_red_striped.png,envelope_red_spotted.png,suitcase_red_striped.png,suitcase_red_spotted.png
1,60,f21,f21.mp3,9,9,9,repeated,The fork pointing right,small fork,9,,fork,,,fork,,,directionoun category,size,forkGreySmallLeft,,,,,,,,,,,,,,,,N,6,2,6,catBlueLeft.png,forkGreyLarge.png,catBlueLeft.png,catBlueRight.png,catBlueRight.png,forkGreySmallLeft.png,catBlueLeft.png,forkGreyLargeLeft.png
2,60,f21,f21.mp3,9,9,9,repeated,The fork pointing right,small fork,9,,fork,,,fork,,,directionoun category,size,forkGreySmallLeft,,,,,,,,,,,,,,,,N,6,2,6,catBlueLeft.png,forkGreyLarge.png,catBlueLeft.png,catBlueRight.png,catBlueRight.png,forkGreySmallLeft.png,catBlueLeft.png,forkGreyLargeLeft.png
3,60,f21,f21.mp3,9,9,9,repeated,The fork pointing right,small fork,9,,fork,,,fork,,,directionoun category,size,forkGreySmallLeft,,,,,,,,,,,,,,,,N,6,2,6,catBlueLeft.png,forkGreyLarge.png,catBlueLeft.png,catBlueRight.png,catBlueRight.png,forkGreySmallLeft.png,catBlueLeft.png,forkGreyLargeLeft.png
4,60,f21,f21.mp3,9,9,9,repeated,The fork pointing right,small fork,9,,fork,,,fork,,,directionoun category,size,forkGreySmallLeft,,,,,,,,,,,,,,,,N,6,2,6,catBlueLeft.png,forkGreyLarge.png,catBlueLeft.png,catBlueRight.png,catBlueRight.png,forkGreySmallLeft.png,catBlueLeft.png,forkGreyLargeLeft.png
1,61,26,26_CP_rep.mp3,3,CP,1,repeated,The blue chequered dress,red chequered pram,1,pram_red_chequered,pram,red,chequered,dress,blue,spotted,,,pram_red_chequered,pram_blue_spotted,dress_blue_spotted,pram_red_spotted,pram_blue_chequered,dress_red_chequered,dress_red_spotted,dress_blue_chequered,3,6,5,7,8,1,2,4,Y,3,4,3,dress_red_chequered.png,dress_red_spotted.png,pram_red_chequered.png,dress_blue_chequered.png,dress_blue_spotted.png,pram_blue_spotted.png,pram_red_spotted.png,pram_blue_chequered.png
2,61,26,26_PC_non.mp3,2,PC,0,non-repeated,The spotted blue dress,red chequered pram,0,pram_red_chequered,pram,red,chequered,dress,blue,spotted,,,pram_red_chequered,pram_blue_spotted,dress_blue_spotted,pram_red_spotted,pram_blue_chequered,dress_red_chequered,dress_red_spotted,dress_blue_chequered,3,6,5,7,8,1,2,4,Y,3,5,3,dress_red_chequered.png,dress_red_spotted.png,pram_red_chequered.png,dress_blue_chequered.png,dress_blue_spotted.png,pram_blue_spotted.png,pram_red_spotted.png,pram_blue_chequered.png
3,61,26,26_PC_rep.mp3,4,PC,0,repeated,The chequered blue dress,red chequered pram,1,pram_red_chequered,pram,red,chequered,dress,blue,spotted,,,pram_red_chequered,pram_blue_spotted,dress_blue_spotted,pram_red_spotted,pram_blue_chequered,dress_red_chequered,dress_red_spotted,dress_blue_chequered,3,6,5,7,8,1,2,4,Y,3,4,3,dress_red_chequered.png,dress_red_spotted.png,pram_red_chequered.png,dress_blue_chequered.png,dress_blue_spotted.png,pram_blue_spotted.png,pram_red_spotted.png,pram_blue_chequered.png
4,61,26,26_CP_non.mp3,1,CP,1,non-repeated,The blue spotted dress,red chequered pram,0,pram_red_chequered,pram,red,chequered,dress,blue,spotted,,,pram_red_chequered,pram_blue_spotted,dress_blue_spotted,pram_red_spotted,pram_blue_chequered,dress_red_chequered,dress_red_spotted,dress_blue_chequered,3,6,5,7,8,1,2,4,Y,3,5,3,dress_red_chequered.png,dress_red_spotted.png,pram_red_chequered.png,dress_blue_chequered.png,dress_blue_spotted.png,pram_blue_spotted.png,pram_red_spotted.png,pram_blue_chequered.png
1,62,f40,f40.mp3,9,9,9,non-repeated,The snowman,donkey,9,,snowman,,,snowman,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,N,1,4,1,donkeyLargeRight.png,batBlueSmall.png,batGreySmall.png,snowmanWhiteLargeRight.png,batBlueSmall.png,batGreySmall.png,batGreenSmall.png,batGreenSmall.png
2,62,f40,f40.mp3,9,9,9,non-repeated,The snowman,donkey,9,,snowman,,,snowman,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,N,1,4,1,donkeyLargeRight.png,batBlueSmall.png,batGreySmall.png,snowmanWhiteLargeRight.png,batBlueSmall.png,batGreySmall.png,batGreenSmall.png,batGreenSmall.png
3,62,f40,f40.mp3,9,9,9,non-repeated,The snowman,donkey,9,,snowman,,,snowman,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,N,1,4,1,donkeyLargeRight.png,batBlueSmall.png,batGreySmall.png,snowmanWhiteLargeRight.png,batBlueSmall.png,batGreySmall.png,batGreenSmall.png,batGreenSmall.png
4,62,f40,f40.mp3,9,9,9,non-repeated,The snowman,donkey,9,,snowman,,,snowman,,,noun category,noun category,donkeyLargeRight,,,,,,,,,,,,,,,,N,1,4,1,donkeyLargeRight.png,batBlueSmall.png,batGreySmall.png,snowmanWhiteLargeRight.png,batBlueSmall.png,batGreySmall.png,batGreenSmall.png,batGreenSmall.png
1,63,f23,f23.mp3,9,9,9,repeated,The large frog,frog facing left,9,,frog,,,frog,,,size,direction,frogSmallLeft,,,,,,,,,,,,,,,,N,5,8,5,screwBlueLargeLeft.png,screwBlueSmallRight.png,frogSmallRight.png,screwBlueSmallRight.png,frogSmallLeft.png,screwBlueSmallLeft.png,screwBlueSmallLeft.png,frogLargeRight.png
2,63,f23,f23.mp3,9,9,9,repeated,The large frog,frog facing left,9,,frog,,,frog,,,size,direction,frogSmallLeft,,,,,,,,,,,,,,,,N,5,8,5,screwBlueLargeLeft.png,screwBlueSmallRight.png,frogSmallRight.png,screwBlueSmallRight.png,frogSmallLeft.png,screwBlueSmallLeft.png,screwBlueSmallLeft.png,frogLargeRight.png
3,63,f23,f23.mp3,9,9,9,repeated,The large frog,frog facing left,9,,frog,,,frog,,,size,direction,frogSmallLeft,,,,,,,,,,,,,,,,N,5,8,5,screwBlueLargeLeft.png,screwBlueSmallRight.png,frogSmallRight.png,screwBlueSmallRight.png,frogSmallLeft.png,screwBlueSmallLeft.png,screwBlueSmallLeft.png,frogLargeRight.png
4,63,f23,f23.mp3,9,9,9,repeated,The large frog,frog facing left,9,,frog,,,frog,,,size,direction,frogSmallLeft,,,,,,,,,,,,,,,,N,5,8,5,screwBlueLargeLeft.png,screwBlueSmallRight.png,frogSmallRight.png,screwBlueSmallRight.png,frogSmallLeft.png,screwBlueSmallLeft.png,screwBlueSmallLeft.png,frogLargeRight.png
1,64,27,27_CP_non.mp3,1,CP,1,non-repeated,The green striped plane,red spotted box,0,box_red_spotted,box,red,spotted,plane,green,striped,,,box_red_spotted,box_green_striped,plane_green_striped,box_red_striped,box_green_spotted,plane_red_spotted,plane_red_striped,plane_green_spotted,8,3,1,2,4,6,5,7,Y,8,1,8,plane_green_striped.png,box_red_striped.png,box_green_striped.png,box_green_spotted.png,plane_red_striped.png,plane_red_spotted.png,plane_green_spotted.png,box_red_spotted.png
2,64,27,27_CP_rep.mp3,3,CP,1,repeated,The green spotted plane,red spotted box,1,box_red_spotted,box,red,spotted,plane,green,striped,,,box_red_spotted,box_green_striped,plane_green_striped,box_red_striped,box_green_spotted,plane_red_spotted,plane_red_striped,plane_green_spotted,8,3,1,2,4,6,5,7,Y,8,7,8,plane_green_striped.png,box_red_striped.png,box_green_striped.png,box_green_spotted.png,plane_red_striped.png,plane_red_spotted.png,plane_green_spotted.png,box_red_spotted.png
3,64,27,27_PC_non.mp3,2,PC,0,non-repeated,The striped green plane,red spotted box,0,box_red_spotted,box,red,spotted,plane,green,striped,,,box_red_spotted,box_green_striped,plane_green_striped,box_red_striped,box_green_spotted,plane_red_spotted,plane_red_striped,plane_green_spotted,8,3,1,2,4,6,5,7,Y,8,1,8,plane_green_striped.png,box_red_striped.png,box_green_striped.png,box_green_spotted.png,plane_red_striped.png,plane_red_spotted.png,plane_green_spotted.png,box_red_spotted.png
4,64,27,27_PC_rep.mp3,4,PC,0,repeated,The spotted green plane,red spotted box,1,box_red_spotted,box,red,spotted,plane,green,striped,,,box_red_spotted,box_green_striped,plane_green_striped,box_red_striped,box_green_spotted,plane_red_spotted,plane_red_striped,plane_green_spotted,8,3,1,2,4,6,5,7,Y,8,7,8,plane_green_striped.png,box_red_striped.png,box_green_striped.png,box_green_spotted.png,plane_red_striped.png,plane_red_spotted.png,plane_green_spotted.png,box_red_spotted.png
1,65,f24,f24.mp3,9,9,9,repeated,The cat facing left,large cat,9,,cat,,,cat,,,directionoun category,size,catBlueRight,,,,,,,,,,,,,,,,N,6,1,6,catBlueSmall.png,bicycleBlueLarge.png,bicycleRedLarge.png,bicycleGreyLarge.png,catBlueSmallRight.png,catBlueRight.png,bicycleGreyLarge.png,bicycleGreyLarge.png
2,65,f24,f24.mp3,9,9,9,repeated,The cat facing left,large cat,9,,cat,,,cat,,,directionoun category,size,catBlueRight,,,,,,,,,,,,,,,,N,6,1,6,catBlueSmall.png,bicycleBlueLarge.png,bicycleRedLarge.png,bicycleGreyLarge.png,catBlueSmallRight.png,catBlueRight.png,bicycleGreyLarge.png,bicycleGreyLarge.png
3,65,f24,f24.mp3,9,9,9,repeated,The cat facing left,large cat,9,,cat,,,cat,,,directionoun category,size,catBlueRight,,,,,,,,,,,,,,,,N,6,1,6,catBlueSmall.png,bicycleBlueLarge.png,bicycleRedLarge.png,bicycleGreyLarge.png,catBlueSmallRight.png,catBlueRight.png,bicycleGreyLarge.png,bicycleGreyLarge.png
4,65,f24,f24.mp3,9,9,9,repeated,The cat facing left,large cat,9,,cat,,,cat,,,directionoun category,size,catBlueRight,,,,,,,,,,,,,,,,N,6,1,6,catBlueSmall.png,bicycleBlueLarge.png,bicycleRedLarge.png,bicycleGreyLarge.png,catBlueSmallRight.png,catBlueRight.png,bicycleGreyLarge.png,bicycleGreyLarge.png
1,66,28,28_PC_rep.mp3,4,PC,0,repeated,The spotted red tie,blue spotted pipe,1,pipe_blue_spotted,pipe,blue,spotted,tie,red,chequered,,,pipe_blue_spotted,pipe_red_chequered,tie_red_chequered,pipe_blue_chequered,pipe_red_spotted,tie_blue_spotted,tie_blue_chequered,tie_red_spotted,2,8,5,7,1,4,6,3,Y,2,3,2,pipe_red_spotted.png,pipe_blue_spotted.png,tie_red_spotted.png,tie_blue_spotted.png,tie_red_chequered.png,tie_blue_chequered.png,pipe_blue_chequered.png,pipe_red_chequered.png
2,66,28,28_CP_non.mp3,1,CP,1,non-repeated,The red chequered tie,blue spotted pipe,0,pipe_blue_spotted,pipe,blue,spotted,tie,red,chequered,,,pipe_blue_spotted,pipe_red_chequered,tie_red_chequered,pipe_blue_chequered,pipe_red_spotted,tie_blue_spotted,tie_blue_chequered,tie_red_spotted,2,8,5,7,1,4,6,3,Y,2,5,2,pipe_red_spotted.png,pipe_blue_spotted.png,tie_red_spotted.png,tie_blue_spotted.png,tie_red_chequered.png,tie_blue_chequered.png,pipe_blue_chequered.png,pipe_red_chequered.png
3,66,28,28_CP_rep.mp3,3,CP,1,repeated,The red spotted tie,blue spotted pipe,1,pipe_blue_spotted,pipe,blue,spotted,tie,red,chequered,,,pipe_blue_spotted,pipe_red_chequered,tie_red_chequered,pipe_blue_chequered,pipe_red_spotted,tie_blue_spotted,tie_blue_chequered,tie_red_spotted,2,8,5,7,1,4,6,3,Y,2,3,2,pipe_red_spotted.png,pipe_blue_spotted.png,tie_red_spotted.png,tie_blue_spotted.png,tie_red_chequered.png,tie_blue_chequered.png,pipe_blue_chequered.png,pipe_red_chequered.png
4,66,28,28_PC_non.mp3,2,PC,0,non-repeated,The chequered red tie,blue spotted pipe,0,pipe_blue_spotted,pipe,blue,spotted,tie,red,chequered,,,pipe_blue_spotted,pipe_red_chequered,tie_red_chequered,pipe_blue_chequered,pipe_red_spotted,tie_blue_spotted,tie_blue_chequered,tie_red_spotted,2,8,5,7,1,4,6,3,Y,2,5,2,pipe_red_spotted.png,pipe_blue_spotted.png,tie_red_spotted.png,tie_blue_spotted.png,tie_red_chequered.png,tie_blue_chequered.png,pipe_blue_chequered.png,pipe_red_chequered.png
1,67,f04,f04.mp3,9,9,9,repeated,The small asparagus,asparagus pointing upwards,9,,asparagus,,,asparagus,,,size,direction,asparagusRight,,,,,,,,,,,,,,,,N,5,2,5,spanner_blue_spotted.png,asparagusGreenSmallDown.png,spanner_blue_striped.png,asparagusRightDown.png,asparagusRight.png,spanner_blue_striped.png,spanner_blue_striped.png,spanner_blue_spotted.png
2,67,f04,f04.mp3,9,9,9,repeated,The small asparagus,asparagus pointing upwards,9,,asparagus,,,asparagus,,,size,direction,asparagusRight,,,,,,,,,,,,,,,,N,5,2,5,spanner_blue_spotted.png,asparagusGreenSmallDown.png,spanner_blue_striped.png,asparagusRightDown.png,asparagusRight.png,spanner_blue_striped.png,spanner_blue_striped.png,spanner_blue_spotted.png
3,67,f04,f04.mp3,9,9,9,repeated,The small asparagus,asparagus pointing upwards,9,,asparagus,,,asparagus,,,size,direction,asparagusRight,,,,,,,,,,,,,,,,N,5,2,5,spanner_blue_spotted.png,asparagusGreenSmallDown.png,spanner_blue_striped.png,asparagusRightDown.png,asparagusRight.png,spanner_blue_striped.png,spanner_blue_striped.png,spanner_blue_spotted.png
4,67,f04,f04.mp3,9,9,9,repeated,The small asparagus,asparagus pointing upwards,9,,asparagus,,,asparagus,,,size,direction,asparagusRight,,,,,,,,,,,,,,,,N,5,2,5,spanner_blue_spotted.png,asparagusGreenSmallDown.png,spanner_blue_striped.png,asparagusRightDown.png,asparagusRight.png,spanner_blue_striped.png,spanner_blue_striped.png,spanner_blue_spotted.png
1,68,29,29_PC_non.mp3,2,PC,0,non-repeated,The striped green umbrella,blue chequered sweater,0,sweater_blue_chequered,sweater,blue,chequered,umbrella,green,striped,,,sweater_blue_chequered,sweater_green_striped,umbrella_green_striped,sweater_blue_striped,sweater_green_chequered,umbrella_blue_chequered,umbrella_blue_striped,umbrella_green_chequered,6,3,8,1,7,5,2,4,Y,6,8,6,sweater_blue_striped.png,umbrella_blue_striped.png,sweater_green_striped.png,umbrella_green_chequered.png,umbrella_blue_chequered.png,sweater_blue_chequered.png,sweater_green_chequered.png,umbrella_green_striped.png
2,68,29,29_PC_rep.mp3,4,PC,0,repeated,The chequered green umbrella,blue chequered sweater,1,sweater_blue_chequered,sweater,blue,chequered,umbrella,green,striped,,,sweater_blue_chequered,sweater_green_striped,umbrella_green_striped,sweater_blue_striped,sweater_green_chequered,umbrella_blue_chequered,umbrella_blue_striped,umbrella_green_chequered,6,3,8,1,7,5,2,4,Y,6,4,6,sweater_blue_striped.png,umbrella_blue_striped.png,sweater_green_striped.png,umbrella_green_chequered.png,umbrella_blue_chequered.png,sweater_blue_chequered.png,sweater_green_chequered.png,umbrella_green_striped.png
3,68,29,29_CP_non.mp3,1,CP,1,non-repeated,The green striped umbrella,blue chequered sweater,0,sweater_blue_chequered,sweater,blue,chequered,umbrella,green,striped,,,sweater_blue_chequered,sweater_green_striped,umbrella_green_striped,sweater_blue_striped,sweater_green_chequered,umbrella_blue_chequered,umbrella_blue_striped,umbrella_green_chequered,6,3,8,1,7,5,2,4,Y,6,8,6,sweater_blue_striped.png,umbrella_blue_striped.png,sweater_green_striped.png,umbrella_green_chequered.png,umbrella_blue_chequered.png,sweater_blue_chequered.png,sweater_green_chequered.png,umbrella_green_striped.png
4,68,29,29_CP_rep.mp3,3,CP,1,repeated,The green chequered umbrella,blue chequered sweater,1,sweater_blue_chequered,sweater,blue,chequered,umbrella,green,striped,,,sweater_blue_chequered,sweater_green_striped,umbrella_green_striped,sweater_blue_striped,sweater_green_chequered,umbrella_blue_chequered,umbrella_blue_striped,umbrella_green_chequered,6,3,8,1,7,5,2,4,Y,6,4,6,sweater_blue_striped.png,umbrella_blue_striped.png,sweater_green_striped.png,umbrella_green_chequered.png,umbrella_blue_chequered.png,sweater_blue_chequered.png,sweater_green_chequered.png,umbrella_green_striped.png
1,69,f06,f06.mp3,9,9,9,repeated,The upside down wineglass,small wineglass,9,,wineglass,,,wineglass,,,directionoun category,,wineglassSmall,,,,,,,,,,,,,,,,N,8,7,8,bloomSmall.png,bloomLarge.png,wineglassLarge.png,bloomSmall.png,bloomSmall.png,bloomSmall.png,wineglassLargeDown.png,wineglassSmall.png
2,69,f06,f06.mp3,9,9,9,repeated,The upside down wineglass,small wineglass,9,,wineglass,,,wineglass,,,directionoun category,,wineglassSmall,,,,,,,,,,,,,,,,N,8,7,8,bloomSmall.png,bloomLarge.png,wineglassLarge.png,bloomSmall.png,bloomSmall.png,bloomSmall.png,wineglassLargeDown.png,wineglassSmall.png
3,69,f06,f06.mp3,9,9,9,repeated,The upside down wineglass,small wineglass,9,,wineglass,,,wineglass,,,directionoun category,,wineglassSmall,,,,,,,,,,,,,,,,N,8,7,8,bloomSmall.png,bloomLarge.png,wineglassLarge.png,bloomSmall.png,bloomSmall.png,bloomSmall.png,wineglassLargeDown.png,wineglassSmall.png
4,69,f06,f06.mp3,9,9,9,repeated,The upside down wineglass,small wineglass,9,,wineglass,,,wineglass,,,directionoun category,,wineglassSmall,,,,,,,,,,,,,,,,N,8,7,8,bloomSmall.png,bloomLarge.png,wineglassLarge.png,bloomSmall.png,bloomSmall.png,bloomSmall.png,wineglassLargeDown.png,wineglassSmall.png
1,70,f44,f44.mp3,9,9,9,non-repeated,The toothbrush,anchor,9,,toothbrush,,,toothbrush,,,noun category,noun category,anchorBlueLarge,,,,,,,,,,,,,,,,N,6,5,6,glassesLargeRight.png,glassesSmallLeft.png,glassesLargeLeft.png,glassesSmallLeft.png,toothbrushBlueLargeRight.png,anchorBlueLarge.png,glassesLargeRight.png,glassesLargeLeft.png
2,70,f44,f44.mp3,9,9,9,non-repeated,The toothbrush,anchor,9,,toothbrush,,,toothbrush,,,noun category,noun category,anchorBlueLarge,,,,,,,,,,,,,,,,N,6,5,6,glassesLargeRight.png,glassesSmallLeft.png,glassesLargeLeft.png,glassesSmallLeft.png,toothbrushBlueLargeRight.png,anchorBlueLarge.png,glassesLargeRight.png,glassesLargeLeft.png
3,70,f44,f44.mp3,9,9,9,non-repeated,The toothbrush,anchor,9,,toothbrush,,,toothbrush,,,noun category,noun category,anchorBlueLarge,,,,,,,,,,,,,,,,N,6,5,6,glassesLargeRight.png,glassesSmallLeft.png,glassesLargeLeft.png,glassesSmallLeft.png,toothbrushBlueLargeRight.png,anchorBlueLarge.png,glassesLargeRight.png,glassesLargeLeft.png
4,70,f44,f44.mp3,9,9,9,non-repeated,The toothbrush,anchor,9,,toothbrush,,,toothbrush,,,noun category,noun category,anchorBlueLarge,,,,,,,,,,,,,,,,N,6,5,6,glassesLargeRight.png,glassesSmallLeft.png,glassesLargeLeft.png,glassesSmallLeft.png,toothbrushBlueLargeRight.png,anchorBlueLarge.png,glassesLargeRight.png,glassesLargeLeft.png
1,71,30,30_CP_rep.mp3,3,CP,1,repeated,The green striped cap,red striped kite,1,kite_red_striped,kite,red,striped,cap,green,chequered,,,kite_red_striped,kite_green_chequered,cap_green_chequered,kite_red_chequered,kite_green_striped,cap_red_striped,cap_red_chequered,cap_green_striped,5,4,3,6,1,7,8,2,Y,5,2,5,kite_green_striped.png,cap_green_striped.png,cap_green_chequered.png,kite_green_chequered.png,kite_red_striped.png,kite_red_chequered.png,cap_red_striped.png,cap_red_chequered.png
2,71,30,30_PC_non.mp3,2,PC,0,non-repeated,The chequered green cap,red striped kite,0,kite_red_striped,kite,red,striped,cap,green,chequered,,,kite_red_striped,kite_green_chequered,cap_green_chequered,kite_red_chequered,kite_green_striped,cap_red_striped,cap_red_chequered,cap_green_striped,5,4,3,6,1,7,8,2,Y,5,3,5,kite_green_striped.png,cap_green_striped.png,cap_green_chequered.png,kite_green_chequered.png,kite_red_striped.png,kite_red_chequered.png,cap_red_striped.png,cap_red_chequered.png
