list,order,item,audio,condition,prime,prime_1,noun_repetition,prime_description,target_description,display_1,boxed_object,target_noun,target_colour,target_pattern,prime_noun,prime_colour,prime_pattern,filler_prime_category,filler_target_category,target_object,distractor5_sameNoun_differentColor_differentPatternFromTarget,non_repeated_prime,distractor1_sameNoun_sameColor_differentPatternFromTarget,distractor2_sameNoun_differentColor_samePatternAsTarget,distractor3_differentNoun_sameColor_patternAsTarget,distractor4_differentNoun_sameColor_differentPatternFromTarget,repeated_prime,targetPosition,distractor5,nonRepeatedPrime,distractor1,distractor2,distractor3,distractor4,repeatedPrime,expTrials,box_position,targetImg,boxPos,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8
3,71,30,30_PC_rep.mp3,4,PC,0,repeated,The striped green cap,red striped kite,1,kite_red_striped,kite,red,striped,cap,green,chequered,,,kite_red_striped,kite_green_chequered,cap_green_chequered,kite_red_chequered,kite_green_striped,cap_red_striped,cap_red_chequered,cap_green_striped,5,4,3,6,1,7,8,2,Y,5,2,5,kite_green_striped.png,cap_green_striped.png,cap_green_chequered.png,kite_green_chequered.png,kite_red_striped.png,kite_red_chequered.png,cap_red_striped.png,cap_red_chequered.png
4,71,30,30_CP_non.mp3,1,CP,1,non-repeated,The green chequered cap,red striped kite,0,kite_red_striped,kite,red,striped,cap,green,chequered,,,kite_red_striped,kite_green_chequered,cap_green_chequered,kite_red_chequered,kite_green_striped,cap_red_striped,cap_red_chequered,cap_green_striped,5,4,3,6,1,7,8,2,Y,5,3,5,kite_green_striped.png,cap_green_striped.png,cap_green_chequered.png,kite_green_chequered.png,kite_red_striped.png,kite_red_chequered.png,cap_red_striped.png,cap_red_chequered.png
1,72,f32,f32.mp3,9,9,9,repeated,The large nail,nail pointing left,9,,nail,,,nail,,,size,direction,nailLeftSmall,,,,,,,,,,,,,,,,N,3,2,3,tennisracketBlueLargeLeft.png,nailRight.png,nailLeftSmall.png,tennisracketBlueLargeLeft.png,tennisracketRedLargeRight.png,nailRightSmall.png,tennisracketRedLargeRight.png,tennisracketBlueLargeLeft.png
2,72,f32,f32.mp3,9,9,9,repeated,The large nail,nail pointing left,9,,nail,,,nail,,,size,direction,nailLeftSmall,,,,,,,,,,,,,,,,N,3,2,3,tennisracketBlueLargeLeft.png,nailRight.png,nailLeftSmall.png,tennisracketBlueLargeLeft.png,tennisracketRedLargeRight.png,nailRightSmall.png,tennisracketRedLargeRight.png,tennisracketBlueLargeLeft.png
3,72,f32,f32.mp3,9,9,9,repeated,The large nail,nail pointing left,9,,nail,,,nail,,,size,direction,nailLeftSmall,,,,,,,,,,,,,,,,N,3,2,3,tennisracketBlueLargeLeft.png,nailRight.png,nailLeftSmall.png,tennisracketBlueLargeLeft.png,tennisracketRedLargeRight.png,nailRightSmall.png,tennisracketRedLargeRight.png,tennisracketBlueLargeLeft.png
4,72,f32,f32.mp3,9,9,9,repeated,The large nail,nail pointing left,9,,nail,,,nail,,,size,direction,nailLeftSmall,,,,,,,,,,,,,,,,N,3,2,3,tennisracketBlueLargeLeft.png,nailRight.png,nailLeftSmall.png,tennisracketBlueLargeLeft.png,tennisracketRedLargeRight.png,nailRightSmall.png,tennisracketRedLargeRight.png,tennisracketBlueLargeLeft.png
1,73,31,31_PC_rep.mp3,4,PC,0,repeated,The chequered red ashtray,green chequered toaster,1,toaster_green_chequered,toaster,green,chequered,ashtray,red,spotted,,,toaster_green_chequered,toaster_red_spotted,ashtray_red_spotted,toaster_green_spotted,toaster_red_chequered,ashtray_green_chequered,ashtray_green_spotted,ashtray_red_chequered,5,8,2,6,7,3,4,1,Y,5,1,5,ashtray_red_chequered.png,ashtray_red_spotted.png,ashtray_green_chequered.png,ashtray_green_spotted.png,toaster_green_chequered.png,toaster_green_spotted.png,toaster_red_chequered.png,toaster_red_spotted.png
2,73,31,31_CP_non.mp3,1,CP,1,non-repeated,The red spotted ashtray,green chequered toaster,0,toaster_green_chequered,toaster,green,chequered,ashtray,red,spotted,,,toaster_green_chequered,toaster_red_spotted,ashtray_red_spotted,toaster_green_spotted,toaster_red_chequered,ashtray_green_chequered,ashtray_green_spotted,ashtray_red_chequered,5,8,2,6,7,3,4,1,Y,5,2,5,ashtray_red_chequered.png,ashtray_red_spotted.png,ashtray_green_chequered.png,ashtray_green_spotted.png,toaster_green_chequered.png,toaster_green_spotted.png,toaster_red_chequered.png,toaster_red_spotted.png
3,73,31,31_CP_rep.mp3,3,CP,1,repeated,The red chequered ashtray,green chequered toaster,1,toaster_green_chequered,toaster,green,chequered,ashtray,red,spotted,,,toaster_green_chequered,toaster_red_spotted,ashtray_red_spotted,toaster_green_spotted,toaster_red_chequered,ashtray_green_chequered,ashtray_green_spotted,ashtray_red_chequered,5,8,2,6,7,3,4,1,Y,5,1,5,ashtray_red_chequered.png,ashtray_red_spotted.png,ashtray_green_chequered.png,ashtray_green_spotted.png,toaster_green_chequered.png,toaster_green_spotted.png,toaster_red_chequered.png,toaster_red_spotted.png
4,73,31,31_PC_non.mp3,2,PC,0,non-repeated,The spotted red ashtray,green chequered toaster,0,toaster_green_chequered,toaster,green,chequered,ashtray,red,spotted,,,toaster_green_chequered,toaster_red_spotted,ashtray_red_spotted,toaster_green_spotted,toaster_red_chequered,ashtray_green_chequered,ashtray_green_spotted,ashtray_red_chequered,5,8,2,6,7,3,4,1,Y,5,2,5,ashtray_red_chequered.png,ashtray_red_spotted.png,ashtray_green_chequered.png,ashtray_green_spotted.png,toaster_green_chequered.png,toaster_green_spotted.png,toaster_red_chequered.png,toaster_red_spotted.png
1,74,f33,f33.mp3,9,9,9,non-repeated,The pencil,small bin,9,,pencil,,,pencil,,,noun category,noun category,garbagecanBlueSmall,,,,,,,,,,,,,,,,N,7,4,7,garbagecanBlueLarge.png,helmetLeft.png,helmetRight.png,pencilBlueLarge.png,helmetRight.png,helmetRight.png,garbagecanBlueSmall.png,helmetLeft.png
2,74,f33,f33.mp3,9,9,9,non-repeated,The pencil,small bin,9,,pencil,,,pencil,,,noun category,noun category,garbagecanBlueSmall,,,,,,,,,,,,,,,,N,7,4,7,garbagecanBlueLarge.png,helmetLeft.png,helmetRight.png,pencilBlueLarge.png,helmetRight.png,helmetRight.png,garbagecanBlueSmall.png,helmetLeft.png
3,74,f33,f33.mp3,9,9,9,non-repeated,The pencil,small bin,9,,pencil,,,pencil,,,noun category,noun category,garbagecanBlueSmall,,,,,,,,,,,,,,,,N,7,4,7,garbagecanBlueLarge.png,helmetLeft.png,helmetRight.png,pencilBlueLarge.png,helmetRight.png,helmetRight.png,garbagecanBlueSmall.png,helmetLeft.png
4,74,f33,f33.mp3,9,9,9,non-repeated,The pencil,small bin,9,,pencil,,,pencil,,,noun category,noun category,garbagecanBlueSmall,,,,,,,,,,,,,,,,N,7,4,7,garbagecanBlueLarge.png,helmetLeft.png,helmetRight.png,pencilBlueLarge.png,helmetRight.png,helmetRight.png,garbagecanBlueSmall.png,helmetLeft.png
1,75,32,32_CP_non.mp3,1,CP,1,non-repeated,The green chequered triangle,blue spotted frying pan,0,fryingpan_blue_spotted,frying pan,blue,spotted,triangle,green,chequered,,,fryingpan_blue_spotted,fryingpan_green_chequered,triangle_green_chequered,fryingpan_blue_chequered,fryingpan_green_spotted,triangle_blue_spotted,triangle_blue_chequered,triangle_green_spotted,1,7,5,4,2,3,6,8,Y,1,5,1,fryingpan_blue_spotted.png,fryingpan_green_spotted.png,triangle_blue_spotted.png,fryingpan_blue_chequered.png,triangle_green_chequered.png,triangle_blue_chequered.png,fryingpan_green_chequered.png,triangle_green_spotted.png
2,75,32,32_CP_rep.mp3,3,CP,1,repeated,The green spotted triangle,blue spotted frying pan,1,fryingpan_blue_spotted,frying pan,blue,spotted,triangle,green,chequered,,,fryingpan_blue_spotted,fryingpan_green_chequered,triangle_green_chequered,fryingpan_blue_chequered,fryingpan_green_spotted,triangle_blue_spotted,triangle_blue_chequered,triangle_green_spotted,1,7,5,4,2,3,6,8,Y,1,8,1,fryingpan_blue_spotted.png,fryingpan_green_spotted.png,triangle_blue_spotted.png,fryingpan_blue_chequered.png,triangle_green_chequered.png,triangle_blue_chequered.png,fryingpan_green_chequered.png,triangle_green_spotted.png
3,75,32,32_PC_non.mp3,2,PC,0,non-repeated,The chequered green triangle,blue spotted frying pan,0,fryingpan_blue_spotted,frying pan,blue,spotted,triangle,green,chequered,,,fryingpan_blue_spotted,fryingpan_green_chequered,triangle_green_chequered,fryingpan_blue_chequered,fryingpan_green_spotted,triangle_blue_spotted,triangle_blue_chequered,triangle_green_spotted,1,7,5,4,2,3,6,8,Y,1,5,1,fryingpan_blue_spotted.png,fryingpan_green_spotted.png,triangle_blue_spotted.png,fryingpan_blue_chequered.png,triangle_green_chequered.png,triangle_blue_chequered.png,fryingpan_green_chequered.png,triangle_green_spotted.png
4,75,32,32_PC_rep.mp3,4,PC,0,repeated,The spotted green triangle,blue spotted frying pan,1,fryingpan_blue_spotted,frying pan,blue,spotted,triangle,green,chequered,,,fryingpan_blue_spotted,fryingpan_green_chequered,triangle_green_chequered,fryingpan_blue_chequered,fryingpan_green_spotted,triangle_blue_spotted,triangle_blue_chequered,triangle_green_spotted,1,7,5,4,2,3,6,8,Y,1,8,1,fryingpan_blue_spotted.png,fryingpan_green_spotted.png,triangle_blue_spotted.png,fryingpan_blue_chequered.png,triangle_green_chequered.png,triangle_blue_chequered.png,fryingpan_green_chequered.png,triangle_green_spotted.png
1,76,f30,f30.mp3,9,9,9,repeated,The small monkey,monkey facing right,9,,monkey,,,monkey,,,size,direction,monkeyLargeRight,,,,,,,,,,,,,,,,N,2,8,2,fishSmallLeft.png,monkeyLargeRight.png,fishSmallLeft.png,fishSmallLeft.png,monkeyLargeLeft.png,fishSmallLeft.png,fishSmallLeft.png,monkeySmallLeft.png
2,76,f30,f30.mp3,9,9,9,repeated,The small monkey,monkey facing right,9,,monkey,,,monkey,,,size,direction,monkeyLargeRight,,,,,,,,,,,,,,,,N,2,8,2,fishSmallLeft.png,monkeyLargeRight.png,fishSmallLeft.png,fishSmallLeft.png,monkeyLargeLeft.png,fishSmallLeft.png,fishSmallLeft.png,monkeySmallLeft.png
3,76,f30,f30.mp3,9,9,9,repeated,The small monkey,monkey facing right,9,,monkey,,,monkey,,,size,direction,monkeyLargeRight,,,,,,,,,,,,,,,,N,2,8,2,fishSmallLeft.png,monkeyLargeRight.png,fishSmallLeft.png,fishSmallLeft.png,monkeyLargeLeft.png,fishSmallLeft.png,fishSmallLeft.png,monkeySmallLeft.png
4,76,f30,f30.mp3,9,9,9,repeated,The small monkey,monkey facing right,9,,monkey,,,monkey,,,size,direction,monkeyLargeRight,,,,,,,,,,,,,,,,N,2,8,2,fishSmallLeft.png,monkeyLargeRight.png,fishSmallLeft.png,fishSmallLeft.png,monkeyLargeLeft.png,fishSmallLeft.png,fishSmallLeft.png,monkeySmallLeft.png
1,77,f42,f42.mp3,9,9,9,non-repeated,The swan,large horn,9,,swan,,,swan,,,noun category,size,frenchhornLargeRight,,,,,,,,,,,,,,,,N,4,6,4,garbagecan_green_spotted.png,garbagecan_green_spotted.png,garbagecan_green_chequered.png,frenchhornGreenLargeRight.png,garbagecan_green_spotted.png,swanWhiteSmallRight.png,garbagecan_green_chequered.png,frenchhornGreenSmallRight.png
2,77,f42,f42.mp3,9,9,9,non-repeated,The swan,large horn,9,,swan,,,swan,,,noun category,size,frenchhornLargeRight,,,,,,,,,,,,,,,,N,4,6,4,garbagecan_green_spotted.png,garbagecan_green_spotted.png,garbagecan_green_chequered.png,frenchhornGreenLargeRight.png,garbagecan_green_spotted.png,swanWhiteSmallRight.png,garbagecan_green_chequered.png,frenchhornGreenSmallRight.png
3,77,f42,f42.mp3,9,9,9,non-repeated,The swan,large horn,9,,swan,,,swan,,,noun category,size,frenchhornLargeRight,,,,,,,,,,,,,,,,N,4,6,4,garbagecan_green_spotted.png,garbagecan_green_spotted.png,garbagecan_green_chequered.png,frenchhornGreenLargeRight.png,garbagecan_green_spotted.png,swanWhiteSmallRight.png,garbagecan_green_chequered.png,frenchhornGreenSmallRight.png
4,77,f42,f42.mp3,9,9,9,non-repeated,The swan,large horn,9,,swan,,,swan,,,noun category,size,frenchhornLargeRight,,,,,,,,,,,,,,,,N,4,6,4,garbagecan_green_spotted.png,garbagecan_green_spotted.png,garbagecan_green_chequered.png,frenchhornGreenLargeRight.png,garbagecan_green_spotted.png,swanWhiteSmallRight.png,garbagecan_green_chequered.png,frenchhornGreenSmallRight.png
1,78,33,33_CP_rep.mp3,3,CP,1,repeated,The blue chequered lamp,green chequered glove,1,glove_green_chequered,glove,green,chequered,lamp,blue,striped,,,glove_green_chequered,glove_blue_striped,lamp_blue_striped,glove_green_striped,glove_blue_chequered,lamp_green_chequered,lamp_green_striped,lamp_blue_chequered,6,5,7,4,2,3,8,1,Y,6,1,6,lamp_blue_chequered.png,glove_blue_chequered.png,lamp_green_chequered.png,glove_green_striped.png,glove_blue_striped.png,glove_green_chequered.png,lamp_blue_striped.png,lamp_green_striped.png
2,78,33,33_PC_non.mp3,2,PC,0,non-repeated,The striped blue lamp,green chequered glove,0,glove_green_chequered,glove,green,chequered,lamp,blue,striped,,,glove_green_chequered,glove_blue_striped,lamp_blue_striped,glove_green_striped,glove_blue_chequered,lamp_green_chequered,lamp_green_striped,lamp_blue_chequered,6,5,7,4,2,3,8,1,Y,6,7,6,lamp_blue_chequered.png,glove_blue_chequered.png,lamp_green_chequered.png,glove_green_striped.png,glove_blue_striped.png,glove_green_chequered.png,lamp_blue_striped.png,lamp_green_striped.png
3,78,33,33_PC_rep.mp3,4,PC,0,repeated,The chequered blue lamp,green chequered glove,1,glove_green_chequered,glove,green,chequered,lamp,blue,striped,,,glove_green_chequered,glove_blue_striped,lamp_blue_striped,glove_green_striped,glove_blue_chequered,lamp_green_chequered,lamp_green_striped,lamp_blue_chequered,6,5,7,4,2,3,8,1,Y,6,1,6,lamp_blue_chequered.png,glove_blue_chequered.png,lamp_green_chequered.png,glove_green_striped.png,glove_blue_striped.png,glove_green_chequered.png,lamp_blue_striped.png,lamp_green_striped.png
4,78,33,33_CP_non.mp3,1,CP,1,non-repeated,The blue striped lamp,green chequered glove,0,glove_green_chequered,glove,green,chequered,lamp,blue,striped,,,glove_green_chequered,glove_blue_striped,lamp_blue_striped,glove_green_striped,glove_blue_chequered,lamp_green_chequered,lamp_green_striped,lamp_blue_chequered,6,5,7,4,2,3,8,1,Y,6,7,6,lamp_blue_chequered.png,glove_blue_chequered.png,lamp_green_chequered.png,glove_green_striped.png,glove_blue_striped.png,glove_green_chequered.png,lamp_blue_striped.png,lamp_green_striped.png
1,79,f02,f02.mp3,9,9,9,repeated,The large cup,cup upside down,9,,cup,,,cup,,,size,direction,cupRedSmallUpsideDown,,,,,,,,,,,,,,,,N,2,7,2,cannonLarge.png,cupRedSmallUpsideDown.png,cannonSmallRight.png,cupRedSmall.png,cannonSmallRight.png,cannonSmallLeft.png,cupRedLarge.png,cannonLarge.png
2,79,f02,f02.mp3,9,9,9,repeated,The large cup,cup upside down,9,,cup,,,cup,,,size,direction,cupRedSmallUpsideDown,,,,,,,,,,,,,,,,N,2,7,2,cannonLarge.png,cupRedSmallUpsideDown.png,cannonSmallRight.png,cupRedSmall.png,cannonSmallRight.png,cannonSmallLeft.png,cupRedLarge.png,cannonLarge.png
3,79,f02,f02.mp3,9,9,9,repeated,The large cup,cup upside down,9,,cup,,,cup,,,size,direction,cupRedSmallUpsideDown,,,,,,,,,,,,,,,,N,2,7,2,cannonLarge.png,cupRedSmallUpsideDown.png,cannonSmallRight.png,cupRedSmall.png,cannonSmallRight.png,cannonSmallLeft.png,cupRedLarge.png,cannonLarge.png
4,79,f02,f02.mp3,9,9,9,repeated,The large cup,cup upside down,9,,cup,,,cup,,,size,direction,cupRedSmallUpsideDown,,,,,,,,,,,,,,,,N,2,7,2,cannonLarge.png,cupRedSmallUpsideDown.png,cannonSmallRight.png,cupRedSmall.png,cannonSmallRight.png,cannonSmallLeft.png,cupRedLarge.png,cannonLarge.png
1,80,34,34_PC_rep.mp3,4,PC,0,repeated,The striped green heart,red striped shirt,1,shirt_red_striped,shirt,red,striped,heart,green,spotted,,,shirt_red_striped,shirt_green_spotted,heart_green_spotted,shirt_red_spotted,shirt_green_striped,heart_red_striped,heart_red_spotted,heart_green_striped,3,1,8,6,4,2,7,5,Y,3,5,3,shirt_green_spotted.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_spotted.png,heart_red_spotted.png,heart_green_spotted.png
2,80,34,34_CP_non.mp3,1,CP,1,non-repeated,The green spotted heart,red striped shirt,0,shirt_red_striped,shirt,red,striped,heart,green,spotted,,,shirt_red_striped,shirt_green_spotted,heart_green_spotted,shirt_red_spotted,shirt_green_striped,heart_red_striped,heart_red_spotted,heart_green_striped,3,1,8,6,4,2,7,5,Y,3,8,3,shirt_green_spotted.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_spotted.png,heart_red_spotted.png,heart_green_spotted.png
3,80,34,34_CP_rep.mp3,3,CP,1,repeated,The green striped heart,red striped shirt,1,shirt_red_striped,shirt,red,striped,heart,green,spotted,,,shirt_red_striped,shirt_green_spotted,heart_green_spotted,shirt_red_spotted,shirt_green_striped,heart_red_striped,heart_red_spotted,heart_green_striped,3,1,8,6,4,2,7,5,Y,3,5,3,shirt_green_spotted.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_spotted.png,heart_red_spotted.png,heart_green_spotted.png
4,80,34,34_PC_non.mp3,2,PC,0,non-repeated,The spotted green heart,red striped shirt,0,shirt_red_striped,shirt,red,striped,heart,green,spotted,,,shirt_red_striped,shirt_green_spotted,heart_green_spotted,shirt_red_spotted,shirt_green_striped,heart_red_striped,heart_red_spotted,heart_green_striped,3,1,8,6,4,2,7,5,Y,3,8,3,shirt_green_spotted.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_spotted.png,heart_red_spotted.png,heart_green_spotted.png
1,81,f28,f28.mp3,9,9,9,non-repeated,The helmet,window,9,,window,,,helmet,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,N,7,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,windowRedLarge.png,moonRedLargeRight.png
2,81,f28,f28.mp3,9,9,9,non-repeated,The helmet,window,9,,window,,,helmet,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,N,7,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,windowRedLarge.png,moonRedLargeRight.png
3,81,f28,f28.mp3,9,9,9,non-repeated,The helmet,window,9,,window,,,helmet,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,N,7,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,windowRedLarge.png,moonRedLargeRight.png
4,81,f28,f28.mp3,9,9,9,non-repeated,The helmet,window,9,,window,,,helmet,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,N,7,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,windowRedLarge.png,moonRedLargeRight.png
1,82,35,35_CP_non.mp3,1,CP,1,non-repeated,The red spotted table,blue chequered kettle,0,kettle_blue_chequered,kettle,blue,chequered,table,red,spotted,,,kettle_blue_chequered,kettle_red_spotted,table_red_spotted,kettle_blue_spotted,kettle_red_chequered,table_blue_chequered,table_blue_spotted,table_red_chequered,7,6,4,8,1,2,3,5,Y,7,4,7,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_red_spotted.png,kettle_blue_chequered.png,kettle_blue_spotted.png
2,82,35,35_CP_rep.mp3,3,CP,1,repeated,The red chequered table,blue chequered kettle,1,kettle_blue_chequered,kettle,blue,chequered,table,red,spotted,,,kettle_blue_chequered,kettle_red_spotted,table_red_spotted,kettle_blue_spotted,kettle_red_chequered,table_blue_chequered,table_blue_spotted,table_red_chequered,7,6,4,8,1,2,3,5,Y,7,5,7,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_red_spotted.png,kettle_blue_chequered.png,kettle_blue_spotted.png
3,82,35,35_PC_non.mp3,2,PC,0,non-repeated,The spotted red table,blue chequered kettle,0,kettle_blue_chequered,kettle,blue,chequered,table,red,spotted,,,kettle_blue_chequered,kettle_red_spotted,table_red_spotted,kettle_blue_spotted,kettle_red_chequered,table_blue_chequered,table_blue_spotted,table_red_chequered,7,6,4,8,1,2,3,5,Y,7,4,7,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_red_spotted.png,kettle_blue_chequered.png,kettle_blue_spotted.png
4,82,35,35_PC_rep.mp3,4,PC,0,repeated,The chequered red table,blue chequered kettle,1,kettle_blue_chequered,kettle,blue,chequered,table,red,spotted,,,kettle_blue_chequered,kettle_red_spotted,table_red_spotted,kettle_blue_spotted,kettle_red_chequered,table_blue_chequered,table_blue_spotted,table_red_chequered,7,6,4,8,1,2,3,5,Y,7,5,7,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_red_spotted.png,kettle_blue_chequered.png,kettle_blue_spotted.png
1,83,f22,f22.mp3,9,9,9,repeated,The French horn facing left,small French horn,9,,frenchhorn,,,frenchhorn,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,N,4,7,4,horseSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png
2,83,f22,f22.mp3,9,9,9,repeated,The French horn facing left,small French horn,9,,frenchhorn,,,frenchhorn,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,N,4,7,4,horseSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png
3,83,f22,f22.mp3,9,9,9,repeated,The French horn facing left,small French horn,9,,frenchhorn,,,frenchhorn,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,N,4,7,4,horseSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png
4,83,f22,f22.mp3,9,9,9,repeated,The French horn facing left,small French horn,9,,frenchhorn,,,frenchhorn,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,N,4,7,4,horseSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png
1,84,36,36_PC_non.mp3,2,PC,0,non-repeated,The chequered blue jacket,red striped hammer,0,hammer_red_striped,hammer,red,striped,jacket,blue,chequered,,,hammer_red_striped,hammer_blue_chequered,jacket_blue_chequered,hammer_red_chequered,hammer_blue_striped,jacket_red_striped,jacket_red_chequered,jacket_blue_striped,4,6,1,7,3,8,5,2,Y,4,1,4,jacket_blue_chequered.png,jacket_blue_striped.png,hammer_blue_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_blue_chequered.png,hammer_red_chequered.png,jacket_red_striped.png
2,84,36,36_PC_rep.mp3,4,PC,0,repeated,The striped blue jacket,red striped hammer,1,hammer_red_striped,hammer,red,striped,jacket,blue,chequered,,,hammer_red_striped,hammer_blue_chequered,jacket_blue_chequered,hammer_red_chequered,hammer_blue_striped,jacket_red_striped,jacket_red_chequered,jacket_blue_striped,4,6,1,7,3,8,5,2,Y,4,2,4,jacket_blue_chequered.png,jacket_blue_striped.png,hammer_blue_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_blue_chequered.png,hammer_red_chequered.png,jacket_red_striped.png
3,84,36,36_CP_non.mp3,1,CP,1,non-repeated,The blue chequered jacket,red striped hammer,0,hammer_red_striped,hammer,red,striped,jacket,blue,chequered,,,hammer_red_striped,hammer_blue_chequered,jacket_blue_chequered,hammer_red_chequered,hammer_blue_striped,jacket_red_striped,jacket_red_chequered,jacket_blue_striped,4,6,1,7,3,8,5,2,Y,4,1,4,jacket_blue_chequered.png,jacket_blue_striped.png,hammer_blue_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_blue_chequered.png,hammer_red_chequered.png,jacket_red_striped.png
4,84,36,36_CP_rep.mp3,3,CP,1,repeated,The blue striped jacket,red striped hammer,1,hammer_red_striped,hammer,red,striped,jacket,blue,chequered,,,hammer_red_striped,hammer_blue_chequered,jacket_blue_chequered,hammer_red_chequered,hammer_blue_striped,jacket_red_striped,jacket_red_chequered,jacket_blue_striped,4,6,1,7,3,8,5,2,Y,4,2,4,jacket_blue_chequered.png,jacket_blue_striped.png,hammer_blue_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_blue_chequered.png,hammer_red_chequered.png,jacket_red_striped.png
